V1 V2 V3 V4 V5 V6 V7 V8
47 1302394 33 1793 16 9 2 47
47 1743597 33 1796 0 0 2 47
48 6121349 47 1834 100 102 1 48
48 5936368 47 1833 87 89 1 48
48 6535212 47 1836 87 73 1 48
48 6383775 47 1835 71 71 1 48
48 5887856 47 1832 69 67 1 48
48 4479712 47 1830 65 56 1 48
48 3236715 47 1823 54 55 1 48
48 3826865 47 1825 54 47 1 48
48 3863157 47 1826 53 51 1 48
48 3488128 47 1824 51 46 1 48
48 3910741 47 1827 49 46 1 48
48 2798280 47 1822 44 36 1 48
48 4600277 47 1831 44 36 1 48
48 2340658 47 1820 34 35 1 48
48 1453740 47 1817 33 24 1 48
48 2119110 47 1819 22 18 1 48
48 1246520 47 1816 16 10 1 48
48 2040050 47 1818 8 2 1 48
48 2373550 47 1821 0 0 1 48
49 489169 49 1839 0 0 1 49
49 347317 49 1837 5 9 1 49
49 395850 49 1838 5 5 1 49
49 1641965 49 1843 9 16 1 49
49 677201 49 1840 9 15 1 49
49 985206 49 1842 16 39 0 49
49 763488 49 1841 24 39 1 49
49 3379608 49 1846 39 44 1 49
49 4605721 49 1848 44 50 1 49
49 4999247 49 1849 60 83 0 49
49 5066901 49 1850 60 60 1 49
49 5579361 49 1851 83 87 1 49
50 2069208 28 1864 0 0 1 50
50 108564 28 1852 11 25 1 50
50 1395291 28 1858 11 25 1 50
50 154685 28 1853 11 11 1 50
50 2023126 28 1863 11 25 1 50
50 219990 28 1855 11 18 1 50
50 417452 28 1856 11 18 1 50
50 1473766 28 1859 23 25 1 50
50 1581123 28 1860 23 25 1 50
50 196756 28 1854 25 27 1 50
50 1873379 28 1862 27 28 1 50
50 811676 28 1857 28 35 1 50
50 2922646 28 1868 35 42 1 50
50 2505462 28 1866 42 46 1 50
50 2437646 28 1865 46 50 1 50
50 1601841 28 1861 50 54 1 50
50 2832315 28 1867 54 70 1 50
50 3612963 28 1870 70 89 1 50
50 3419292 28 1869 89 94 1 50
50 3633749 28 1871 94 96 1 50
50 4321627 28 1872 96 104 1 50
50 4724559 28 1874 96 113 1 50
50 4834434 28 1875 104 107 1 50
50 5686108 28 1878 113 114 1 50
50 4954306 28 1876 114 125 1 50
50 5673142 28 1877 114 117 1 50
50 4500623 28 1873 125 125 1 50
50 6354064 28 1880 125 129 1 50
51 467269 48 1882 0 4 1 51
51 863798 48 1885 0 0 1 51
51 698894 48 1884 4 5 1 51
51 1774349 48 1887 5 12 1 51
51 629621 48 1883 5 12 1 51
51 1861140 48 1888 9 12 1 51
51 1380006 48 1886 12 16 1 51
51 2617880 48 1889 16 20 1 51
51 2661346 48 1890 20 28 1 51
51 3626735 48 1891 28 38 1 51
51 4094023 48 1893 38 42 1 51
51 5395204 48 1895 42 52 1 51
51 4574106 48 1894 52 65 1 51
51 5469420 48 1896 65 78 1 51
52 5226059 38 1916 103 101 1 52
52 5545079 38 1918 103 104 1 52
52 5895485 38 1919 100 92 1 52
52 6003238 38 1921 91 89 1 52
52 5459166 38 1917 88 85 1 52
52 4393639 38 1914 84 82 1 52
52 4313303 38 1913 81 77 1 52
52 460974 38 1899 76 57 2 52
52 274238 38 1898 56 53 2 52
52 477296 38 1900 52 50 2 52
52 1831343 38 1906 49 26 0 52
52 736118 38 1902 49 41 2 52
52 574233 38 1901 40 39 2 52
52 977623 38 1903 38 31 2 52
52 1328819 38 1905 30 31 2 52
52 1220261 38 1904 27 28 2 52
52 1960947 38 1907 27 26 2 52
52 2508598 38 1908 25 12 2 52
52 2594105 38 1909 11 6 2 52
52 3117463 38 1912 11 6 2 52
52 2898361 38 1911 5 1 2 52
52 2866908 38 1910 0 0 2 52
